year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2511.00,621.00,120.86,28.26,158.02,0.00,313.87,68.00,12.00,62759.00,14782.00,4772.00,7585.00,0.00,35620.00
2024,1,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",47.00,15.00,4.02,0.00,9.98,0.00,1.00,1.00,1.00,791.00,204.00,0.00,459.00,0.00,128.00
2024,1,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",81.00,15.00,1.85,0.00,6.93,0.00,6.22,5.00,0.00,1399.00,223.00,0.00,475.00,0.00,701.00
2024,1,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",35.00,7.00,0.98,0.98,2.53,0.00,2.51,1.00,0.00,953.00,38.00,594.00,131.00,0.00,190.00
2024,1,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",257.00,46.00,9.67,0.74,20.59,0.00,14.99,17.00,0.00,2778.00,718.00,30.00,825.00,0.00,1205.00
2024,1,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",156.00,35.00,11.07,0.00,14.08,0.00,9.85,8.00,0.00,2134.00,617.00,0.00,833.00,0.00,684.00
2024,1,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1201.00,260.00,36.97,13.92,66.01,0.00,143.10,33.00,3.00,19739.00,3943.00,1515.00,3530.00,0.00,10751.00
2024,1,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",122.00,31.00,8.09,0.66,16.44,0.00,5.81,2.00,0.00,2387.00,612.00,54.00,1080.00,0.00,641.00
2024,1,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",14.00,6.00,2.47,0.00,2.35,0.00,1.18,0.00,0.00,232.00,139.00,0.00,65.00,0.00,28.00
2024,1,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",64.00,12.00,3.86,0.00,5.01,0.00,3.14,1.00,0.00,783.00,352.00,0.00,266.00,0.00,165.00
2024,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1428.00,276.00,64.68,15.91,90.86,0.00,104.55,69.00,1.00,28959.00,8745.00,3167.00,7085.00,0.00,9962.00
2024,1,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2396.00,461.00,83.97,34.77,181.30,0.00,160.97,163.00,6.00,49152.00,9978.00,7003.00,16946.00,0.00,15225.00
2024,1,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",7.00,2.00,0.00,0.00,0.98,0.00,1.03,0.00,0.00,83.00,0.00,0.00,39.00,0.00,44.00
2024,1,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",711.00,121.00,37.13,6.26,27.10,0.00,50.51,16.00,0.00,11552.00,4177.00,1147.00,994.00,0.00,5234.00
2024,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",50.00,17.00,3.61,1.89,6.72,0.00,4.77,0.00,0.00,730.00,308.00,100.00,176.00,0.00,146.00
2024,1,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",547.00,200.00,62.97,9.49,38.16,0.78,88.61,4.00,0.00,13160.00,3723.00,912.00,1624.00,25.00,6876.00
2024,1,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1201.00,404.00,94.60,13.24,121.72,1.28,173.17,14.00,8.00,34417.00,9540.00,1743.00,5468.00,36.00,17630.00
2024,1,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",605.00,203.00,63.83,7.05,38.34,0.67,93.11,42.00,2.00,14149.00,4947.00,500.00,1571.00,21.00,7110.00
2024,1,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1247.00,356.00,103.87,17.55,76.07,1.43,157.07,27.00,5.00,27434.00,7258.00,3202.00,4263.00,41.00,12670.00
2024,1,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",263.00,99.00,27.93,5.69,15.42,1.22,48.75,4.00,1.00,6429.00,1478.00,668.00,677.00,65.00,3541.00
2024,1,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9965.00,2377.00,606.25,103.36,650.99,8.18,1008.22,112.00,21.00,227004.00,76566.00,17300.00,31938.00,1291.00,99909.00
2024,1,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2098.00,540.00,135.99,25.55,118.77,6.95,252.74,67.00,25.00,47731.00,14150.00,3480.00,5460.00,1271.00,23370.00
2024,1,AA,American Airlines Network,DEN,"Denver, CO: Denver International",687.00,227.00,83.91,12.36,47.04,0.35,83.35,10.00,0.00,14659.00,4768.00,1298.00,1722.00,27.00,6844.00
2024,1,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13036.00,4076.00,856.61,224.95,1300.94,14.66,1678.84,263.00,31.00,408521.00,125584.00,29299.00,66645.00,517.00,186476.00
2024,1,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",324.00,94.00,34.73,3.71,12.32,1.00,42.24,13.00,3.00,7335.00,2443.00,247.00,631.00,19.00,3995.00
2024,1,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",529.00,178.00,40.11,6.77,51.94,2.19,76.98,11.00,1.00,11188.00,2610.00,514.00,2114.00,48.00,5902.00
2024,1,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",641.00,187.00,43.39,8.37,61.84,0.00,73.40,5.00,2.00,12587.00,3315.00,884.00,2739.00,0.00,5649.00
2024,1,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",62.00,22.00,7.75,0.09,3.94,0.00,10.22,2.00,0.00,1495.00,601.00,6.00,151.00,0.00,737.00
2024,1,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2748.00,522.00,262.20,158.98,61.33,1.92,37.57,41.00,2.00,49544.00,23397.00,19432.00,3617.00,60.00,3038.00
2024,1,PT,Piedmont Airlines,BOS,"Boston, MA: Logan International",108.00,19.00,1.47,1.25,4.23,0.00,12.05,4.00,0.00,1970.00,98.00,47.00,270.00,0.00,1555.00
2024,1,PT,Piedmont Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",2645.00,412.00,60.98,31.38,133.22,0.30,186.12,47.00,11.00,39316.00,7585.00,5466.00,6242.00,27.00,19996.00
2024,1,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",164.00,37.00,7.02,5.40,10.84,0.00,13.74,11.00,1.00,4033.00,394.00,1467.00,615.00,0.00,1557.00
2024,1,PT,Piedmont Airlines,PHL,"Philadelphia, PA: Philadelphia International",1223.00,267.00,39.14,18.55,94.71,0.00,114.60,42.00,5.00,26927.00,5124.00,3966.00,4530.00,0.00,13307.00
2024,1,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",110.00,31.00,7.96,1.00,10.11,0.00,11.93,3.00,0.00,2085.00,533.00,57.00,583.00,0.00,912.00
2024,1,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",113.00,33.00,7.44,1.00,7.60,1.69,15.26,8.00,0.00,2405.00,691.00,367.00,184.00,29.00,1134.00
2024,1,QX,Horizon Air,ORD,"Chicago, IL: Chicago O'Hare International",5.00,2.00,0.99,0.00,1.01,0.00,0.00,0.00,0.00,92.00,67.00,0.00,25.00,0.00,0.00
2024,1,QX,Horizon Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",96.00,25.00,9.17,1.00,7.35,0.00,7.47,2.00,0.00,1399.00,340.00,190.00,250.00,0.00,619.00
2024,1,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",72.00,13.00,4.91,1.00,0.61,0.00,6.48,4.00,0.00,747.00,470.00,31.00,38.00,0.00,208.00
2024,1,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",1388.00,319.00,59.96,28.01,127.86,1.64,101.53,52.00,1.00,20667.00,4817.00,2740.00,5037.00,38.00,8035.00
2024,1,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",169.00,57.00,4.15,3.04,33.72,0.00,16.09,5.00,0.00,3440.00,277.00,212.00,1704.00,0.00,1247.00
2024,1,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",530.00,104.00,39.48,5.73,21.00,0.00,37.79,30.00,3.00,8742.00,2715.00,1245.00,1283.00,0.00,3499.00
2024,1,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",717.00,171.00,45.81,3.91,54.64,0.00,66.64,45.00,4.00,12251.00,3241.00,685.00,2388.00,0.00,5937.00
2024,1,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",387.00,69.00,22.15,1.53,17.14,0.00,28.18,53.00,0.00,6438.00,1999.00,175.00,1646.00,0.00,2618.00
2024,1,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",861.00,189.00,57.74,9.94,39.64,0.00,81.68,62.00,5.00,14268.00,4628.00,997.00,1889.00,0.00,6754.00
2024,1,UA,United Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",247.00,37.00,9.73,0.84,5.97,0.00,20.47,35.00,0.00,3037.00,885.00,164.00,269.00,0.00,1719.00
2024,1,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",320.00,71.00,19.74,5.58,15.64,0.00,30.04,15.00,2.00,6543.00,2281.00,804.00,935.00,0.00,2523.00
2024,1,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",532.00,114.00,41.05,6.28,32.82,0.00,33.85,22.00,4.00,8474.00,3011.00,781.00,1740.00,0.00,2942.00
2024,1,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",7901.00,1381.00,421.14,88.56,387.45,0.00,483.86,551.00,9.00,125016.00,34892.00,17098.00,16432.00,0.00,56594.00
2024,1,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",610.00,178.00,54.06,5.01,61.03,0.00,57.89,19.00,1.00,11899.00,2920.00,659.00,3245.00,0.00,5075.00
2024,1,UA,United Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",173.00,40.00,15.44,2.04,9.03,0.00,13.49,7.00,1.00,2399.00,973.00,271.00,449.00,0.00,706.00
2024,1,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5785.00,864.00,259.18,38.87,244.31,0.00,321.64,573.00,5.00,80073.00,24108.00,9402.00,13320.00,0.00,33243.00
2024,1,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1391.00,252.00,47.94,17.64,108.86,0.00,77.56,86.00,5.00,20141.00,7457.00,1546.00,5337.00,0.00,5801.00
2024,1,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",706.00,108.00,17.83,7.21,35.32,0.00,47.64,31.00,1.00,8126.00,1176.00,816.00,1721.00,0.00,4413.00
2024,1,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,ZW,Air Wisconsin Airlines Corp,DTW,"Detroit, MI: Detroit Metro Wayne County",16.00,7.00,1.09,2.55,1.45,0.00,1.91,2.00,1.00,772.00,133.00,199.00,39.00,0.00,401.00
2024,1,ZW,Air Wisconsin Airlines Corp,MSP,"Minneapolis, MN: Minneapolis-St Paul International",53.00,29.00,4.68,2.58,6.13,0.00,15.61,3.00,0.00,2503.00,168.00,359.00,279.00,0.00,1697.00
2024,1,ZW,Air Wisconsin Airlines Corp,ORD,"Chicago, IL: Chicago O'Hare International",1816.00,754.00,149.93,66.15,114.96,0.10,422.85,162.00,3.00,107684.00,22480.00,17876.00,11306.00,6.00,56016.00
2024,1,ZW,Air Wisconsin Airlines Corp,PHL,"Philadelphia, PA: Philadelphia International",182.00,53.00,15.24,3.25,7.23,0.00,27.28,7.00,2.00,5790.00,1133.00,474.00,434.00,0.00,3749.00
2024,1,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",437.00,158.00,52.55,11.21,40.92,0.11,53.21,8.00,1.00,10147.00,2996.00,1097.00,2462.00,42.00,3550.00
2024,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1295.00,293.00,103.67,15.31,81.22,1.29,91.51,11.00,4.00,28803.00,12436.00,1852.00,3632.00,47.00,10836.00
2024,1,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1053.00,343.00,88.39,21.02,96.12,1.71,135.77,13.00,2.00,27524.00,6771.00,2833.00,4796.00,96.00,13028.00
2024,1,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2417.00,611.00,192.55,33.68,203.11,2.30,179.36,14.00,2.00,47619.00,13474.00,6955.00,9387.00,137.00,17666.00
2024,1,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1375.00,380.00,108.25,20.21,93.53,2.15,155.86,51.00,9.00,29157.00,8706.00,1720.00,4792.00,67.00,13872.00
2024,1,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1577.00,501.00,121.57,26.65,145.96,2.23,204.60,20.00,2.00,36297.00,9004.00,3255.00,7406.00,78.00,16554.00
2024,1,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5281.00,1552.00,398.96,55.84,650.19,4.09,442.92,69.00,5.00,122579.00,44375.00,7237.00,25998.00,266.00,44703.00
2024,1,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",312.00,94.00,30.42,5.02,15.89,1.00,41.67,1.00,0.00,7076.00,1846.00,622.00,1255.00,36.00,3317.00
2024,1,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3687.00,902.00,221.35,44.49,221.56,6.70,407.89,75.00,8.00,95644.00,32564.00,6336.00,11751.00,236.00,44757.00
2024,1,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3075.00,765.00,208.18,30.61,153.00,4.29,368.91,57.00,10.00,73099.00,21783.00,4420.00,6656.00,167.00,40073.00
2024,1,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4617.00,1126.00,340.78,59.10,296.00,5.01,425.11,38.00,3.00,121084.00,50457.00,9285.00,12817.00,209.00,48316.00
2024,1,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",752.00,227.00,70.98,14.95,51.11,0.52,89.45,7.00,4.00,16070.00,4262.00,1303.00,3282.00,41.00,7182.00
2024,1,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",383.00,110.00,39.84,9.34,32.50,0.25,28.07,2.00,1.00,7767.00,2431.00,1563.00,1297.00,21.00,2455.00
2024,1,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",752.00,246.00,63.03,15.32,79.94,2.02,85.70,6.00,1.00,18195.00,5098.00,1223.00,3505.00,77.00,8292.00
2024,1,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",425.00,126.00,38.32,7.59,30.36,0.57,49.16,4.00,2.00,9005.00,2564.00,484.00,1375.00,17.00,4565.00
2024,1,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1112.00,331.00,92.11,14.06,88.88,0.24,135.71,13.00,4.00,23695.00,7159.00,1649.00,4289.00,7.00,10591.00
2024,1,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67.00,14.00,3.45,0.00,1.74,0.00,8.81,16.00,0.00,554.00,104.00,0.00,47.00,0.00,403.00
2024,1,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",208.00,46.00,14.93,0.38,22.48,0.00,8.21,51.00,2.00,2296.00,1267.00,8.00,629.00,0.00,392.00
2024,1,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",59.00,15.00,4.66,0.77,1.37,0.00,8.20,8.00,0.00,801.00,199.00,24.00,72.00,0.00,506.00
2024,1,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",136.00,28.00,9.56,0.45,8.30,0.00,9.70,23.00,0.00,1854.00,572.00,84.00,367.00,0.00,831.00
2024,1,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",24.00,6.00,1.89,0.00,0.11,0.00,4.00,9.00,0.00,343.00,124.00,0.00,3.00,0.00,216.00
2024,1,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",155.00,44.00,11.90,1.02,15.82,0.00,15.27,6.00,0.00,2954.00,928.00,94.00,842.00,0.00,1090.00
2024,1,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",126.00,35.00,12.41,0.00,8.56,0.00,14.03,15.00,0.00,1841.00,856.00,0.00,223.00,0.00,762.00
2024,1,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",155.00,37.00,10.61,3.00,10.54,0.00,12.85,24.00,0.00,2426.00,1244.00,171.00,388.00,0.00,623.00
2024,1,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",24.00,9.00,3.41,0.00,3.59,0.00,2.00,6.00,0.00,415.00,213.00,0.00,115.00,0.00,87.00
2024,1,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",176.00,28.00,3.69,2.00,9.39,1.00,11.93,49.00,0.00,2387.00,189.00,354.00,786.00,99.00,959.00
2024,1,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",186.00,31.00,6.71,0.94,17.24,0.00,6.11,67.00,0.00,1760.00,260.00,62.00,685.00,0.00,753.00
2024,1,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",81.00,17.00,4.95,0.86,6.59,0.00,4.59,23.00,0.00,639.00,167.00,19.00,150.00,0.00,303.00
2024,1,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",68.00,13.00,5.25,0.27,3.67,0.00,3.82,13.00,0.00,629.00,211.00,17.00,169.00,0.00,232.00
2024,1,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",418.00,98.00,29.13,3.83,44.77,1.92,18.34,10.00,1.00,6803.00,2005.00,278.00,3689.00,65.00,766.00
2024,1,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",425.00,120.00,50.45,2.57,37.48,2.73,26.77,7.00,0.00,7345.00,2939.00,95.00,2326.00,120.00,1865.00
2024,1,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",418.00,114.00,26.21,5.11,46.63,6.82,29.23,4.00,1.00,5451.00,1253.00,547.00,1855.00,204.00,1592.00
2024,1,NK,Spirit Airlines,DEN,"Denver, CO: Denver International",36.00,14.00,3.35,0.00,6.23,0.77,3.65,0.00,0.00,749.00,124.00,0.00,419.00,20.00,186.00
2024,1,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",745.00,260.00,51.91,4.15,142.38,6.14,55.43,15.00,0.00,17968.00,3689.00,530.00,8155.00,222.00,5372.00
2024,1,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",758.00,203.00,50.04,9.90,74.09,4.32,64.65,22.00,5.00,12385.00,3114.00,569.00,3859.00,145.00,4698.00
2024,1,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",840.00,163.00,51.27,4.18,65.74,2.99,38.81,11.00,0.00,11878.00,3164.00,412.00,5178.00,73.00,3051.00
2024,1,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2080.00,653.00,114.58,20.50,324.75,8.56,184.61,30.00,2.00,45914.00,10759.00,1749.00,19034.00,368.00,14004.00
2024,1,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",596.00,205.00,55.53,5.48,97.62,3.82,42.54,14.00,3.00,13747.00,3122.00,935.00,5740.00,145.00,3805.00
2024,1,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2005.00,384.00,100.89,13.18,184.58,4.03,81.32,24.00,0.00,26440.00,8222.00,1107.00,10599.00,159.00,6353.00
2024,1,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",922.00,201.00,60.92,8.35,83.85,5.34,42.53,13.00,2.00,11066.00,3303.00,473.00,3940.00,192.00,3158.00
2024,1,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",632.00,148.00,40.28,2.58,71.63,1.68,31.83,18.00,1.00,10645.00,3020.00,122.00,5367.00,114.00,2022.00
2024,1,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",2183.00,606.00,123.21,22.86,279.00,4.88,176.05,39.00,8.00,45483.00,9815.00,2747.00,16888.00,294.00,15739.00
2024,1,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",607.00,188.00,32.45,5.06,103.45,1.13,45.90,8.00,0.00,11799.00,2323.00,537.00,5771.00,26.00,3142.00
2024,1,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",108.00,20.00,2.95,0.83,10.93,0.00,5.28,1.00,0.00,1660.00,147.00,35.00,566.00,0.00,912.00
2024,1,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",639.00,195.00,55.87,0.75,89.24,3.33,45.81,18.00,0.00,11013.00,2784.00,44.00,4732.00,152.00,3301.00
2024,1,NK,Spirit Airlines,PHL,"Philadelphia, PA: Philadelphia International",395.00,108.00,27.99,2.52,34.93,3.61,38.94,3.00,0.00,5951.00,1400.00,162.00,1848.00,130.00,2411.00
2024,1,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",126.00,35.00,10.53,0.22,21.00,0.61,2.65,2.00,0.00,1772.00,485.00,15.00,1064.00,28.00,180.00
2024,1,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",158.00,12.00,4.30,0.00,5.75,0.00,1.95,0.00,0.00,675.00,148.00,0.00,231.00,0.00,296.00
2024,1,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",62.00,7.00,3.00,0.00,2.67,0.00,1.33,0.00,0.00,290.00,168.00,0.00,85.00,0.00,37.00
2024,1,NK,Spirit Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",131.00,20.00,5.48,0.00,9.05,0.20,5.27,1.00,0.00,941.00,156.00,0.00,313.00,11.00,461.00
2024,1,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",587.00,161.00,40.21,2.73,77.28,2.02,38.76,5.00,1.00,9824.00,2485.00,146.00,4046.00,47.00,3100.00
2024,1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200.00,48.00,11.95,4.85,12.71,0.82,17.67,6.00,0.00,4005.00,664.00,582.00,722.00,14.00,2023.00
2024,1,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",294.00,54.00,12.52,1.82,19.82,0.25,19.58,29.00,0.00,4291.00,804.00,113.00,1399.00,34.00,1941.00
2024,1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",3907.00,864.00,174.77,62.38,238.98,1.16,386.71,140.00,8.00,87029.00,26544.00,11831.00,11075.00,42.00,37537.00
2024,1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3068.00,776.00,158.96,41.38,244.30,0.27,331.09,269.00,10.00,85318.00,23782.00,9637.00,14069.00,4.00,37826.00
2024,1,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",695.00,206.00,24.86,20.70,61.50,0.87,98.08,40.00,0.00,18680.00,2314.00,2077.00,2779.00,17.00,11493.00
2024,1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",92.00,19.00,7.51,2.26,3.13,0.00,6.10,7.00,0.00,1246.00,313.00,304.00,243.00,0.00,386.00
2024,1,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",114.00,21.00,8.98,1.96,1.10,0.00,8.96,2.00,0.00,2060.00,1205.00,90.00,59.00,0.00,706.00
2024,1,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.00,15.00,3.80,0.88,3.27,0.00,7.05,0.00,0.00,1436.00,297.00,144.00,313.00,0.00,682.00
2024,1,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",667.00,150.00,47.40,10.51,33.50,0.00,58.59,32.00,0.00,17434.00,4872.00,2139.00,1907.00,0.00,8516.00
2024,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",805.00,263.00,154.13,71.41,36.00,1.46,0.00,22.00,1.00,32424.00,19690.00,9983.00,2673.00,78.00,0.00
2024,1,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",140.00,53.00,30.89,6.21,6.32,2.00,7.58,5.00,0.00,3750.00,1766.00,1017.00,474.00,48.00,445.00
2024,1,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",302.00,90.00,42.64,14.14,16.67,0.00,16.56,27.00,0.00,8768.00,3519.00,1678.00,1575.00,0.00,1996.00
2024,1,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2711.00,524.00,167.31,2.88,83.45,3.18,267.19,27.00,5.00,25877.00,8658.00,460.00,3002.00,88.00,13669.00
2024,1,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",575.00,149.00,57.52,0.00,26.90,1.68,62.91,1.00,1.00,6930.00,2825.00,0.00,912.00,50.00,3143.00
2024,1,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",585.00,243.00,60.25,3.69,87.18,3.78,88.09,3.00,0.00,10978.00,3012.00,275.00,3212.00,112.00,4367.00
2024,1,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",1038.00,251.00,96.46,0.87,42.10,4.50,107.06,16.00,2.00,10104.00,3818.00,66.00,1328.00,95.00,4797.00
2024,1,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",2069.00,564.00,155.20,4.01,179.06,1.79,223.94,61.00,1.00,29964.00,8118.00,343.00,7878.00,45.00,13580.00
2024,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",46.00,10.00,5.55,0.00,3.00,0.00,1.45,0.00,0.00,1530.00,319.00,0.00,80.00,0.00,1131.00
2024,1,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",99.00,31.00,13.63,1.77,8.06,0.00,7.53,4.00,0.00,2416.00,653.00,135.00,400.00,0.00,1228.00
2024,1,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",32.00,3.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,106.00,79.00,0.00,27.00,0.00,0.00
